Service Code,Dept or Currency Code,Dept or Currency Desc,Activity,Unit cost,Cost
Rehabilitation Inpatient,EB12B , Unspecified Chest Pain with CC Score 5-10,49,544.9661,26703.3373
Rehabilitation Inpatient,EB12C , Unspecified Chest Pain with CC Score 0-4,20,617.0685,12341.3691
Rehabilitation Inpatient,EB13A , Angina with CC Score 12+,38,500.6574,19024.9806
Rehabilitation Inpatient,EB13B , Angina with CC Score 8-11,33,528.7979,17450.3299
Rehabilitation Inpatient,EB13C , Angina with CC Score 4-7,43,578.4051,24871.4176
Rehabilitation Inpatient,EB13D , Angina with CC Score 0-3,32,508.7376,16279.6018
Rehabilitation Inpatient,EB14A , Other Acquired Cardiac Conditions with CC Score 13+,657,549.2509,360857.8109
Rehabilitation Inpatient,EB14B , Other Acquired Cardiac Conditions with CC Score 9-12,132,790.3562,104327.0234
Rehabilitation Inpatient,EB14C , Other Acquired Cardiac Conditions with CC Score 6-8,119,539.9667,64256.0426
Rehabilitation Inpatient,EB14D , Other Acquired Cardiac Conditions with CC Score 3-5,13,622.3891,8091.0584
Rehabilitation Inpatient,EB14E , Other Acquired Cardiac Conditions with CC Score 0-2,420,486.4058,204290.4219
Rehabilitation Inpatient,EY06B , Implantation of Dual-Chamber Pacemaker with CC Score 9-11,14,673.6891,9431.6473
Rehabilitation Inpatient,EY08A , Implantation of Single-Chamber Pacemaker with CC Score 12+,68,662.3388,45039.0395
Rehabilitation Inpatient,EY12A , Implantation of Electrocardiography Loop Recorder with CC Score 3+,150,723.9587,108593.8021
Rehabilitation Inpatient,EY41A , Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,35,731.5012,25602.5419
Rehabilitation Inpatient,EY50Z , Complex Echocardiogram,183,8.5258,1560.2277
Rehabilitation Inpatient,FD01A ," Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",21,543.9117,11422.1465
Rehabilitation Inpatient,FD01C ," Gastrointestinal Infections with Single Intervention, with CC Score 5+",61,571.1901,34842.5969
Rehabilitation Inpatient,FD01E ," Gastrointestinal Infections with Single Intervention, with CC Score 0-1",11,584.8397,6433.2363
Rehabilitation Inpatient,FD01F ," Gastrointestinal Infections without Interventions, with CC Score 8+",388,498.2337,193314.6594
Rehabilitation Inpatient,FD01G ," Gastrointestinal Infections without Interventions, with CC Score 5-7",252,456.0888,114934.3742
Rehabilitation Inpatient,FD01H ," Gastrointestinal Infections without Interventions, with CC Score 2-4",260,516.5715,134308.5939
Rehabilitation Inpatient,FD01J ," Gastrointestinal Infections without Interventions, with CC Score 0-1",417,484.7815,202153.8751
Rehabilitation Inpatient,FD02E ," Inflammatory Bowel Disease without Interventions, with CC Score 5+",33,355.7151,11738.5995
Rehabilitation Inpatient,FD02F ," Inflammatory Bowel Disease without Interventions, with CC Score 3-4",40,487.7048,19508.1903
Rehabilitation Inpatient,FD02G ," Inflammatory Bowel Disease without Interventions, with CC Score 1-2",22,410.0807,9021.7749
Rehabilitation Inpatient,FD02H ," Inflammatory Bowel Disease without Interventions, with CC Score 0",13,504.5919,6559.6941
Rehabilitation Inpatient,FD03C ," Gastrointestinal Bleed with Single Intervention, with CC Score 8+",43,487.5878,20966.2745
Rehabilitation Inpatient,FD03D ," Gastrointestinal Bleed with Single Intervention, with CC Score 5-7",54,392.9651,21220.1177
Rehabilitation Inpatient,FD03F ," Gastrointestinal Bleed without Interventions, with CC Score 9+",141,443.0632,62471.9052
Rehabilitation Inpatient,FD03G ," Gastrointestinal Bleed without Interventions, with CC Score 5-8",279,428.7915,119632.8173
Rehabilitation Inpatient,FD03H ," Gastrointestinal Bleed without Interventions, with CC Score 0-4",387,481.7963,186455.1492
Rehabilitation Inpatient,FD04A ," Nutritional Disorders with Interventions, with CC Score 2+",94,734.8569,69076.5443
Rehabilitation Inpatient,FD04C ," Nutritional Disorders without Interventions, with CC Score 6+",55,527.553,29015.4128
Rehabilitation Inpatient,FD04D ," Nutritional Disorders without Interventions, with CC Score 2-5",241,504.1467,121499.3518
Rehabilitation Inpatient,FD04E ," Nutritional Disorders without Interventions, with CC Score 0-1",176,574.7796,101161.2034
Rehabilitation Inpatient,FD05A , Abdominal Pain with Interventions,40,511.1149,20444.5947
Rehabilitation Inpatient,FD05B , Abdominal Pain without Interventions,253,475.7156,120356.048
Rehabilitation Inpatient,FD10A ," Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 8+",35,585.9236,20507.3269
Rehabilitation Inpatient,FD10B ," Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",252,740.3038,186556.5696
Rehabilitation Inpatient,FD10C ," Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",45,583.9966,26279.8484
Rehabilitation Inpatient,FD10D ," Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",147,495.8929,72896.2612
Rehabilitation Inpatient,FD10E ," Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 9+",48,637.3415,30592.3933
Rehabilitation Inpatient,FD10F ," Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",100,505.7894,50578.9445
Rehabilitation Inpatient,FD10G ," Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",63,377.7082,23795.6139
Rehabilitation Inpatient,FD10H ," Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",23,511.8922,11773.5216
Rehabilitation Inpatient,FD10J ," Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",245,458.4321,112315.8539
Rehabilitation Inpatient,FD10K ," Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",867,501.0999,434453.6186
Rehabilitation Inpatient,FD10L ," Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",1320,504.1488,665476.4064
Rehabilitation Inpatient,FD10M ," Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",1755,506.6914,889243.3235
Rehabilitation Inpatient,FD11A ," Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",33,321.0689,10595.2736
Rehabilitation Inpatient,FD11D ," Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",32,542.9389,17374.0441
Rehabilitation Inpatient,FD11G ," Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",47,481.7747,22643.4103
Rehabilitation Inpatient,FD11H ," Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",235,529.8914,124524.4715
Rehabilitation Inpatient,FD11J ," Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",30,475.1445,14254.3343
Rehabilitation Inpatient,FD11K ," Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",324,531.0045,172045.4634
Rehabilitation Inpatient,FE02A ," Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",53,619.0356,32808.8869
Rehabilitation Inpatient,FE12A ," Endoscopic Insertion of Gastrostomy Tube, 19 years and over",1324,477.714,632493.3016
Rehabilitation Inpatient,FE20Z ," Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",22,598.703,13171.4667
Rehabilitation Inpatient,FE21Z ," Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",181,582.1128,105362.413
Rehabilitation Inpatient,FE22Z ," Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",320,589.5766,188664.513
Rehabilitation Inpatient,FE32Z ," Diagnostic Colonoscopy, 19 years and over",22,582.5617,12816.3569
Rehabilitation Inpatient,FE34Z ," Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",50,554.1876,27709.3782
Rehabilitation Inpatient,FE35Z ," Diagnostic Flexible Sigmoidoscopy, 19 years and over",130,632.6252,82241.2776
Rehabilitation Inpatient,FF05Z ," Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",540,177.3139,95749.526
Rehabilitation Inpatient,FF31B ," Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",62,139.1234,8625.6479
Rehabilitation Inpatient,FF36Z ," Intermediate Large Intestine Procedures, 19 years and over",113,420.9966,47572.6173
Rehabilitation Inpatient,FF42Z , Minor Anal Procedures,24,619.2625,14862.2997
Rehabilitation Inpatient,FF43Z , Minimal Anal Procedures,17,588.8273,10010.0641
Rehabilitation Inpatient,FF51A ," Major General Abdominal Procedures, 19 years and over, with CC Score 10+",32,723.2091,23142.6903
Rehabilitation Inpatient,GA05C ," Very Major, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",31,683.9137,21201.3255
Rehabilitation Inpatient,GB06E , Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,17,471.049,8007.8333
Rehabilitation Inpatient,GC01D , Liver Failure Disorders with Single Intervention,31,381.4346,11824.4734
Rehabilitation Inpatient,GC01E ," Liver Failure Disorders without Interventions, with CC Score 5+",119,1028.4618,122386.9547
Rehabilitation Inpatient,GC01F ," Liver Failure Disorders without Interventions, with CC Score 0-4",67,471.7912,31610.0125
Rehabilitation Inpatient,GC12D ," Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",11,929.2137,10221.3506
Rehabilitation Inpatient,GC12G ," Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",52,603.7533,31395.1737
Rehabilitation Inpatient,GC12J ," Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",50,540.6097,27030.487
Rehabilitation Inpatient,GC12K ," Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",37,692.8051,25633.7893
Rehabilitation Inpatient,GC17A ," Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",91,463.2545,42156.1569
Rehabilitation Inpatient,GC17B ," Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",21,398.2457,8363.1596
Rehabilitation Inpatient,GC17D ," Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",54,526.4617,28428.9343
Rehabilitation Inpatient,GC17G ," Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",614,522.2929,320687.8391
Rehabilitation Inpatient,GC17H ," Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",253,446.0509,112850.8811
Rehabilitation Inpatient,GC17J ," Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",427,521.7061,222768.5036
Rehabilitation Inpatient,GC17K ," Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",744,459.3784,341777.4944
Rehabilitation Inpatient,HC20H , Vertebral Column Injury with Interventions,378,592.8167,224084.7068
Rehabilitation Inpatient,HC20J ," Vertebral Column Injury without Interventions, with CC Score 6+",955,436.0178,416396.9887
Rehabilitation Inpatient,HC20K ," Vertebral Column Injury without Interventions, with CC Score 3-5",886,469.5447,416016.622
Rehabilitation Inpatient,HC20L ," Vertebral Column Injury without Interventions, with CC Score 1-2",336,438.8249,147445.1679
Rehabilitation Inpatient,HC20M ," Vertebral Column Injury without Interventions, with CC Score 0",939,497.7649,467401.2608
Rehabilitation Inpatient,HC21D , Spinal Cord Injury with CC Score 2+,524,623.9311,326939.8871
Rehabilitation Inpatient,HC26D ," Scoliosis or Other Spinal Deformity, with CC Score 3+",96,880.8612,84562.6775
Rehabilitation Inpatient,HC27H ," Degenerative Spinal Conditions with Interventions, with CC Score 3+",176,457.587,80535.3064
Rehabilitation Inpatient,HC27J ," Degenerative Spinal Conditions with Interventions, with CC Score 0-2",59,504.52,29766.6796
Rehabilitation Inpatient,HC27K ," Degenerative Spinal Conditions without Interventions, with CC Score 9+",180,575.6972,103625.498
Rehabilitation Inpatient,HC27L ," Degenerative Spinal Conditions without Interventions, with CC Score 6-8",733,426.2276,312424.8233
Rehabilitation Inpatient,HC27M ," Degenerative Spinal Conditions without Interventions, with CC Score 3-5",777,515.3464,400424.1872
Rehabilitation Inpatient,HC27N ," Degenerative Spinal Conditions without Interventions, with CC Score 0-2",821,468.3697,384531.4941
Rehabilitation Inpatient,HC28H , Spinal Cord Conditions with Interventions,838,531.0272,445000.7808
Rehabilitation Inpatient,HC28J ," Spinal Cord Conditions without Interventions, with CC Score 7+",449,569.5671,255735.6432
Rehabilitation Inpatient,HC28K ," Spinal Cord Conditions without Interventions, with CC Score 5-6",138,698.4202,96381.993
Rehabilitation Inpatient,HC28L ," Spinal Cord Conditions without Interventions, with CC Score 3-4",368,613.0693,225609.508
Rehabilitation Inpatient,HC28M ," Spinal Cord Conditions without Interventions, with CC Score 0-2",298,553.6381,164984.1659
Rehabilitation Inpatient,HC30D , Spinal Tumours with CC Score 2+,74,218.3772,16159.9109
Rehabilitation Inpatient,HC31H ," Spinal Infection with Interventions, with CC Score 6+",43,482.3646,20741.6794
Rehabilitation Inpatient,HC31K ," Spinal Infection without Interventions, with CC Score 10+",37,510.2018,18877.4654
Rehabilitation Inpatient,HC31L ," Spinal Infection without Interventions, with CC Score 6-9",183,504.6261,92346.5776
Rehabilitation Inpatient,HC31M ," Spinal Infection without Interventions, with CC Score 3-5",10,917.2107,9172.1067
Rehabilitation Inpatient,HC31N ," Spinal Infection without Interventions, with CC Score 0-2",129,504.9096,65133.3404
Rehabilitation Inpatient,HC32G , Low Back Pain with Interventions,86,532.4754,45792.8871
Rehabilitation Inpatient,HC32H ," Low Back Pain without Interventions, with CC Score 6+",235,425.6459,100026.785
Rehabilitation Inpatient,HC32J ," Low Back Pain without Interventions, with CC Score 3-5",106,441.2131,46768.5857
Rehabilitation Inpatient,HC32K ," Low Back Pain without Interventions, with CC Score 0-2",130,494.6857,64309.136
Rehabilitation Inpatient,HC52A , Complex Spinal Reconstructive Procedures with CC Score 7+,20,807.5529,16151.0584
Rehabilitation Inpatient,HC63B , Major Extradural Spinal Procedures with CC Score 2-3,23,673.9539,15500.9407
Rehabilitation Inpatient,HC71Z , Major Intradural Spinal Procedures,109,594.317,64780.5573
Rehabilitation Inpatient,HC72A ," Diagnostic Spinal Puncture, 19 years and over",467,782.2727,365321.3546
Rehabilitation Inpatient,HD21D , Soft Tissue Disorders with CC Score 12+,299,445.2472,133128.9097
Rehabilitation Inpatient,HD21E , Soft Tissue Disorders with CC Score 9-11,120,538.6664,64639.9667
Rehabilitation Inpatient,HD21F , Soft Tissue Disorders with CC Score 6-8,419,460.3658,192893.2587
Rehabilitation Inpatient,HD21G , Soft Tissue Disorders with CC Score 3-5,96,481.7781,46250.6934
Rehabilitation Inpatient,HD21H , Soft Tissue Disorders with CC Score 0-2,296,511.9883,151548.5281
Rehabilitation Inpatient,HD23D ," Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",273,425.5346,116170.9443
Rehabilitation Inpatient,HD23E ," Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",490,556.1914,272533.7764
Rehabilitation Inpatient,HD23F ," Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",145,440.5424,63878.6547
Rehabilitation Inpatient,HD23G ," Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",176,485.8242,85505.0616
Rehabilitation Inpatient,HD23H ," Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",45,444.0436,19981.963
Rehabilitation Inpatient,HD23J ," Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",206,497.009,102383.8601
Rehabilitation Inpatient,HD24D ," Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",1154,479.871,553771.111
Rehabilitation Inpatient,HD24E ," Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",1161,479.5026,556702.5586
Rehabilitation Inpatient,HD24F ," Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",1166,505.6575,589596.5931
Rehabilitation Inpatient,HD24G ," Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",558,489.0996,272917.5504
Rehabilitation Inpatient,HD24H ," Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",1775,480.5464,852969.8982
Rehabilitation Inpatient,HD25D ," Infections of Bones or Joints, with CC Score 13+",520,576.5348,299798.0799
Rehabilitation Inpatient,HD25E ," Infections of Bones or Joints, with CC Score 9-12",556,495.0097,275225.3703
Rehabilitation Inpatient,HD25F ," Infections of Bones or Joints, with CC Score 5-8",773,542.4163,419287.7889
Rehabilitation Inpatient,HD25G ," Infections of Bones or Joints, with CC Score 2-4",87,551.5981,47989.0386
